POT1	PEX5	4932.YIL160C	4932.YDR244W	0	0	0	0	0.117	0.269	0.900	0.770	0.983
POT1	CTA1	4932.YIL160C	4932.YDR256C	0	0	0	0	0.313	0.163	0	0.776	0.860
POT1	FAA2	4932.YIL160C	4932.YER015W	0.140	0	0	0	0.627	0	0	0.624	0.869
POT1	POX1	4932.YIL160C	4932.YGL205W	0.173	0	0	0	0.671	0	0.900	0.980	0.999
POT1	FAA1	4932.YIL160C	4932.YOR317W	0.140	0	0	0	0.195	0	0	0.605	0.702
POT1	PXA1	4932.YIL160C	4932.YPL147W	0	0	0	0	0.244	0	0	0.713	0.774
POT1	SPS19	4932.YIL160C	4932.YNL202W	0.070	0	0	0	0.470	0.075	0	0.670	0.829
POT1	DCI1	4932.YIL160C	4932.YOR180C	0.146	0	0	0	0.178	0.474	0	0.769	0.903
POT1	ERG10	4932.YIL160C	4932.YPL028W	0	0	0.448	0.803	0.095	0	0.900	0.969	0.930
POT1	ECI1	4932.YIL160C	4932.YLR284C	0.146	0	0	0	0.339	0.474	0.900	0.541	0.983
POT1	FOX2	4932.YIL160C	4932.YKR009C	0.173	0	0	0	0.944	0.348	0.900	0.962	0.999
POX1	FAT1	4932.YGL205W	4932.YBR041W	0	0	0	0	0.053	0	0.900	0.770	0.976
POX1	PEX5	4932.YGL205W	4932.YDR244W	0	0	0	0	0.113	0.467	0.900	0.883	0.993
POX1	CTA1	4932.YGL205W	4932.YDR256C	0.149	0	0	0	0.354	0.270	0.900	0.885	0.994
POX1	FAA2	4932.YGL205W	4932.YER015W	0.155	0	0	0	0.548	0	0.900	0.951	0.997
POX1	OLE1	4932.YGL205W	4932.YGL055W	0	0	0	0	0.056	0	0	0.845	0.847
POX1	DGA1	4932.YGL205W	4932.YOR245C	0	0	0	0	0.057	0	0	0.781	0.785
POX1	PXA1	4932.YGL205W	4932.YPL147W	0	0	0	0	0.227	0	0	0.903	0.922
POX1	FAA4	4932.YGL205W	4932.YMR246W	0.155	0	0	0	0.173	0	0.900	0.757	0.980
POX1	ERG10	4932.YGL205W	4932.YPL028W	0.173	0	0	0	0.197	0	0.900	0.797	0.984
POX1	TES1	4932.YGL205W	4932.YJR019C	0	0	0	0	0.185	0	0.900	0.844	0.986
POX1	FAA1	4932.YGL205W	4932.YOR317W	0.155	0	0	0	0.173	0.445	0.900	0.857	0.993
POX1	ECI1	4932.YGL205W	4932.YLR284C	0.162	0	0	0	0.312	0.254	0.900	0.862	0.993
POX1	SPS19	4932.YGL205W	4932.YNL202W	0.102	0	0	0	0.377	0.076	0.900	0.903	0.994
POX1	DCI1	4932.YGL205W	4932.YOR180C	0.162	0	0	0	0.219	0.254	0.900	0.929	0.995
POX1	FOX2	4932.YGL205W	4932.YKR009C	0.191	0	0	0	0.603	0	0.900	0.963	0.998
POX1	POT1	4932.YGL205W	4932.YIL160C	0.173	0	0	0	0.671	0	0.900	0.980	0.999
PXA1	FAT1	4932.YPL147W	4932.YBR041W	0	0	0	0	0.053	0.118	0	0.706	0.733
PXA1	PEX5	4932.YPL147W	4932.YDR244W	0	0	0	0	0.636	0	0	0.676	0.877
PXA1	CTA1	4932.YPL147W	4932.YDR256C	0	0	0	0	0.477	0	0	0.706	0.839
PXA1	FAA2	4932.YPL147W	4932.YER015W	0	0	0	0	0.675	0.487	0	0.913	0.984
PXA1	POX1	4932.YPL147W	4932.YGL205W	0	0	0	0	0.227	0	0	0.903	0.922
